ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,Total Area in Sq Mi,Lat-top,Long-left,Lat-bottom,Long-right
69128,1115425434,841581,430.67,0.32,302,179,41.226670,-103.928819,430.99,41.377107,-104.041964,41.076233,-103.815674
69129,797518273,207987,307.92,0.08,"1,368",720,41.113295,-102.409026,308.00,41.240469,-102.504840,40.986121,-102.313212
69130,586821722,2873299,226.57,1.11,"5,307","2,489",40.894116,-99.952965,227.68,41.003458,-100.035619,40.784774,-99.870311
69131,492817969,0,190.28,0.00,561,290,41.407395,-102.973516,190.28,41.507352,-103.048487,41.307438,-102.898545
69132,351445076,0,135.69,0.00,117,51,40.793401,-100.957870,135.69,40.877812,-101.021775,40.708990,-100.893965
69133,592427378,0,228.74,0.00,386,199,41.188423,-103.460347,228.74,41.298018,-103.542822,41.078828,-103.377872
69134,570108893,519001,220.12,0.20,364,197,40.835298,-101.376254,220.32,40.942857,-101.457633,40.727739,-101.294875
69135,411459363,238973,158.87,0.09,65,44,42.227830,-100.206025,158.96,42.319191,-100.273676,42.136469,-100.138374
69138,872603886,689342,336.91,0.27,"4,489","2,053",40.995816,-100.176551,337.18,41.128877,-100.276980,40.862755,-100.076122
69140,918228773,1684794,354.53,0.65,"1,775",855,40.850302,-101.773477,355.18,40.986869,-101.876779,40.713735,-101.670175
69141,299983623,0,115.82,0.00,385,197,41.306523,-102.955003,115.82,41.384510,-103.013586,41.228536,-102.896420
69142,319634920,1159082,123.41,0.45,137,83,41.918180,-100.320427,123.86,41.998826,-100.380436,41.837534,-100.260418
69143,618244390,1242682,238.71,0.48,"1,460",631,41.211518,-101.042025,239.19,41.323588,-101.126333,41.099448,-100.957717
69144,313218744,1628249,120.93,0.63,202,128,41.272158,-101.537461,121.56,41.352053,-101.597509,41.192263,-101.477413
69145,1074299149,606865,414.79,0.23,"3,214","1,633",41.246022,-103.667696,415.02,41.393646,-103.778692,41.098398,-103.556700
69146,403381839,87229239,155.75,33.68,334,594,41.312561,-101.773430,189.43,41.412294,-101.848342,41.212828,-101.698518
69147,1167071972,3320562,450.61,1.28,737,967,41.579126,-102.086642,451.89,41.733168,-102.201871,41.425084,-101.971413
69148,955037930,9424780,368.74,3.64,217,149,41.590372,-102.598259,372.38,41.730207,-102.702843,41.450537,-102.493675
69149,781332118,203658,301.67,0.08,699,383,41.221745,-102.677147,301.75,41.347622,-102.771827,41.095868,-102.582467
69150,436708569,597741,168.61,0.23,522,239,40.847700,-101.543056,168.84,40.941860,-101.614283,40.753540,-101.471829
69151,826514890,782491,319.12,0.30,815,356,41.090203,-100.495252,319.42,41.219713,-100.592860,40.960693,-100.397644
69152,3870154620,6473575,1494.28,2.50,886,520,42.124962,-101.146814,1496.77,42.405311,-101.354744,41.844613,-100.938884
69153,498900622,22315082,192.63,8.62,"5,769","2,973",41.101362,-101.675692,201.24,41.204159,-101.753155,40.998565,-101.598229
69154,1157929857,9557195,447.08,3.69,"1,291",726,41.430572,-102.351775,450.77,41.584422,-102.467125,41.276722,-102.236425
69155,912460926,1434575,352.30,0.55,"1,034",480,41.189373,-101.396154,352.86,41.325492,-101.498589,41.053254,-101.293719
69156,842102481,0,325.14,0.00,699,366,41.310781,-103.331902,325.14,41.441445,-103.430049,41.180117,-103.233755
69157,69850193,498206,26.97,0.19,21,23,42.060157,-100.144245,27.16,42.097923,-100.172284,42.022391,-100.116206
69161,348138371,1640328,134.42,0.63,81,73,42.156506,-100.781305,135.05,42.240717,-100.843732,42.072295,-100.718878
69162,1125255851,100501,434.46,0.04,"7,765","3,715",41.128860,-103.020689,434.50,41.279909,-103.134464,40.977811,-102.906914
69163,1678973519,1203561,648.26,0.46,873,431,41.569639,-100.541641,648.72,41.754204,-100.679723,41.385074,-100.403559
69165,1086535716,11437911,419.51,4.42,"1,789",776,41.269716,-101.209874,423.93,41.418916,-101.322014,41.120516,-101.097734
69166,2090658691,6588428,807.21,2.54,600,345,42.028175,-100.608556,809.75,42.234379,-100.761727,41.821971,-100.455385
69167,1659708770,1213707,640.82,0.47,441,231,41.596232,-101.006031,641.29,41.779737,-101.143263,41.412727,-100.868799
69168,420720793,0,162.44,0.00,271,155,40.798995,-101.986523,162.44,40.891352,-102.056438,40.706638,-101.916608
69169,657234110,645351,253.76,0.25,651,291,40.821942,-101.160866,254.01,40.937432,-101.248263,40.706452,-101.073469
69170,569324106,693853,219.82,0.27,372,172,40.796027,-100.744306,220.09,40.903529,-100.825689,40.688525,-100.662923
69171,7288061,0,2.81,0.00,26,12,40.890044,-100.070711,2.81,40.902200,-100.079900,40.877888,-100.061522
69201,3196740174,56730918,1234.27,21.90,"4,005","2,054",42.723627,-100.596392,1256.17,42.980457,-100.785068,42.466797,-100.407716
69210,2037060234,6896047,786.51,2.66,"2,484","1,402",42.349390,-99.923176,789.18,42.552957,-100.073622,42.145823,-99.772730
69211,1267554634,6814334,489.41,2.63,311,182,42.832233,-101.303366,492.04,42.992971,-101.421243,42.671495,-101.185489
69212,477035000,244393,184.18,0.09,248,146,42.932930,-100.801436,184.28,43.031299,-100.873457,42.834561,-100.729415
69214,753879624,2902374,291.07,1.12,203,124,42.598549,-100.099662,292.20,42.722417,-100.190843,42.474681,-100.008481
69216,618582235,249232,238.84,0.10,232,125,42.977810,-100.983593,238.93,43.089820,-101.065542,42.865800,-100.901644
69217,459422563,15978,177.38,0.01,533,377,42.565207,-99.666992,177.39,42.661720,-99.738075,42.468694,-99.595909
69218,1338870625,4630363,516.94,1.79,260,152,42.789248,-101.674835,518.73,42.954289,-101.795951,42.624207,-101.553719
69219,754088427,2292577,291.16,0.89,80,49,42.600609,-101.192427,292.04,42.724444,-101.283580,42.476774,-101.101274
69220,125769586,0,48.56,0.00,59,39,42.865603,-100.130357,48.56,42.916099,-100.167368,42.815107,-100.093346
69221,1186681954,2557559,458.18,0.99,222,130,42.582492,-100.300943,459.17,42.737769,-100.415274,42.427215,-100.186612
69301,2659295604,28121729,1026.76,10.86,"10,125","4,864",42.122965,-102.881280,1037.62,42.356386,-103.054410,41.889544,-102.708150
69331,431054926,1209959,166.43,0.47,59,34,41.913434,-102.982627,166.90,42.007049,-103.052291,41.819819,-102.912963
69333,1500590100,20730839,579.38,8.00,239,154,42.056214,-101.974382,587.39,42.231837,-102.104780,41.880591,-101.843984
69334,805019138,849055,310.82,0.33,"2,351","1,096",41.821808,-103.290160,311.15,41.949630,-103.385415,41.693986,-103.194905
69335,267065660,2619852,103.11,1.01,53,44,42.073797,-102.105309,104.13,42.147741,-102.160196,41.999853,-102.050422
69336,1187478170,1757468,458.49,0.68,"2,466","1,163",41.628527,-103.167371,459.17,41.783804,-103.283435,41.473250,-103.051307
69337,1797676120,1311859,694.09,0.51,"7,365","3,199",42.827175,-103.012899,694.59,43.018154,-103.152965,42.636196,-102.872833
69339,1002880053,347895,387.21,0.13,"1,462",863,42.606930,-103.413648,387.35,42.749547,-103.518616,42.464313,-103.308680
69340,760457356,17924904,293.61,6.92,121,69,42.214870,-102.207861,300.54,42.340493,-102.300901,42.089247,-102.114821
69341,570023173,780882,220.09,0.30,"11,165","4,731",41.720755,-103.633027,220.39,41.828331,-103.713321,41.613179,-103.552733
69343,3279488466,18015556,1266.22,6.96,"2,538","1,327",42.705504,-102.024422,1273.17,42.964066,-102.214426,42.446942,-101.834418
69345,1135266793,359656,438.33,0.14,455,244,41.589582,-103.744617,438.47,41.741318,-103.858104,41.437846,-103.631130
69346,2978655298,1767718,1150.07,0.68,592,429,42.671532,-103.782541,1150.75,42.917348,-103.963278,42.425716,-103.601804
69347,1130457479,667130,436.47,0.26,"1,249",690,42.606820,-102.684723,436.73,42.758255,-102.796182,42.455385,-102.573264
69348,2391409915,33801,923.33,0.01,"1,503",823,42.275532,-103.350427,923.34,42.495724,-103.513351,42.055340,-103.187503
69350,1177438501,13960206,454.61,5.39,383,262,41.962420,-101.763242,460.00,42.117838,-101.878808,41.807002,-101.647676
69351,2055595945,75785215,793.67,29.26,235,142,42.038757,-102.420461,822.93,42.246632,-102.574848,41.830882,-102.266074
69352,342123719,326700,132.09,0.13,619,301,41.803986,-103.973548,132.22,41.887310,-104.035660,41.720662,-103.911436
69353,76819,0,0.03,0.00,37,12,41.747228,-103.416509,0.03,41.748476,-103.417440,41.745980,-103.415578
69354,544446874,6143617,210.21,2.37,97,63,42.369194,-103.603633,212.58,42.474848,-103.681692,42.263540,-103.525574
69355,1465936,21653,0.57,0.01,115,61,41.783287,-103.506205,0.57,41.788779,-103.510300,41.777795,-103.502110
69356,329911715,8917240,127.38,3.44,"1,882",946,41.901589,-103.450940,130.82,41.984471,-103.512629,41.818707,-103.389251
69357,813289243,483625,314.01,0.19,"3,567","1,622",42.110496,-103.768458,314.20,42.238943,-103.863747,41.982049,-103.673169
69358,485676007,640831,187.52,0.25,"1,907",903,42.065333,-103.968435,187.77,42.164629,-104.042150,41.966037,-103.894720
69360,1088161948,1296457,420.14,0.50,"1,361",752,42.696594,-102.467141,420.64,42.845214,-102.576370,42.547974,-102.357912
69361,296157543,4215323,114.35,1.63,"17,999","7,977",41.922838,-103.622904,115.97,42.000875,-103.680967,41.844801,-103.564841
69365,47339013,72660,18.28,0.03,44,20,42.984091,-102.500583,18.31,43.015095,-102.523264,42.953087,-102.477902
69366,1798067205,19830164,694.24,7.66,253,146,42.159428,-101.549770,701.89,42.351408,-101.692081,41.967448,-101.407459
69367,541554102,4307975,209.10,1.66,259,137,42.811822,-103.330405,210.76,42.917021,-103.407578,42.706623,-103.253232
70001,15546989,0,6.00,0.00,"37,996","19,261",29.983724,-90.167179,6.00,30.001478,-90.182557,29.965970,-90.151801
70002,8336101,611369,3.22,0.24,"18,879","9,411",30.012223,-90.162523,3.45,30.025692,-90.174186,29.998754,-90.150860
70003,18179721,404870,7.02,0.16,"40,150","17,005",30.001164,-90.209723,7.18,30.020575,-90.226533,29.981753,-90.192913
70005,10826238,479482,4.18,0.19,"24,339","12,663",29.999416,-90.134064,4.37,30.014556,-90.147176,29.984276,-90.120952
70006,6705503,382484,2.59,0.15,"15,703","6,784",30.014032,-90.191345,2.74,30.026020,-90.201725,30.002044,-90.180965
70030,81547151,13593924,31.49,5.25,"4,585","1,784",29.819271,-90.433160,36.73,29.863190,-90.471264,29.775352,-90.395056
70031,9109388,47262,3.52,0.02,"1,316",547,29.941918,-90.298986,3.54,29.955543,-90.310793,29.928293,-90.287179
70032,4527960,6631,1.75,0.00,"3,635","1,918",29.958602,-89.997478,1.75,29.968190,-90.005785,29.949014,-89.989171
70036,11341143,1665234,4.38,0.64,"1,227",625,29.714032,-90.121496,5.02,29.730271,-90.135599,29.697793,-90.107393
70037,161924735,13382657,62.52,5.17,"15,590","5,863",29.818986,-90.030559,67.69,29.878603,-90.082283,29.759369,-89.978835
70038,3443006,179972,1.33,0.07,426,247,29.349224,-89.438450,1.40,29.357794,-89.445920,29.340654,-89.430980
70039,31406641,99177,12.13,0.04,"2,460",976,29.886734,-90.389186,12.16,29.912008,-90.411099,29.861460,-90.367273
70040,163615577,23237358,63.17,8.97,"1,604",718,29.744682,-89.938296,72.14,29.806231,-89.991736,29.683133,-89.884856
70041,27186107,1338955,10.50,0.52,"2,381","1,145",29.341824,-89.493269,11.01,29.365872,-89.514232,29.317776,-89.472306
70043,20138103,1410735,7.78,0.54,"16,760","7,958",29.948414,-89.962678,8.32,29.969316,-89.980789,29.927512,-89.944567
70047,27858249,230951,10.76,0.09,"13,006","4,807",29.968947,-90.367309,10.85,29.992811,-90.387982,29.945083,-90.346636
70049,46933276,324338,18.12,0.13,"2,481",999,30.028090,-90.570797,18.25,30.059043,-90.597596,29.997137,-90.543998
70050,1498195,34210,0.58,0.01,74,41,29.379520,-89.590148,0.59,29.385094,-89.595005,29.373946,-89.585291
70051,23039580,160698,8.90,0.06,"2,518","1,021",30.086150,-90.647603,8.96,30.107838,-90.666369,30.064462,-90.628837
70052,7521957,192131,2.90,0.07,"3,795","1,442",30.055069,-90.695015,2.98,30.067575,-90.705839,30.042563,-90.684191
70053,8883569,1176763,3.43,0.45,"16,499","7,466",29.913421,-90.053201,3.88,29.927703,-90.065580,29.899139,-90.040822
70056,17530113,153480,6.77,0.06,"39,082","15,224",29.888653,-90.029014,6.83,29.907588,-90.045430,29.869718,-90.012598
70057,99682076,1347162,38.49,0.52,"4,719","1,710",29.965327,-90.467386,39.01,30.010585,-90.506594,29.920069,-90.428178
70058,32712777,1505332,12.63,0.58,"39,887","15,204",29.868864,-90.064875,13.21,29.895203,-90.087715,29.842525,-90.042035
70062,18324276,1778074,7.08,0.69,"17,095","6,914",29.991710,-90.258065,7.76,30.011898,-90.275550,29.971522,-90.240580
70065,20801066,1215140,8.03,0.47,"51,116","21,784",30.027292,-90.253450,8.50,30.048419,-90.271742,30.006165,-90.235158
70067,27140760,6925930,10.48,2.67,"2,757","1,106",29.710880,-90.096785,13.15,29.737161,-90.119611,29.684599,-90.073959
70068,139371249,6065289,53.81,2.34,"34,101","12,592",30.156056,-90.436745,56.15,30.210357,-90.483697,30.101755,-90.389793
70070,239464332,50068529,92.46,19.33,"12,471","4,678",29.829844,-90.310628,111.79,29.906460,-90.377093,29.753228,-90.244163
70071,6681634,103086,2.58,0.04,"3,653","1,437",30.051526,-90.705712,2.62,30.063254,-90.715864,30.039798,-90.695560
70072,53744076,2491804,20.75,0.96,"56,344","21,355",29.837276,-90.112449,21.71,29.871042,-90.141739,29.803510,-90.083159
70075,8572174,244920,3.31,0.09,"4,417","1,828",29.933315,-89.921256,3.40,29.946685,-89.932843,29.919945,-89.909669
70076,7081555,613537,2.73,0.24,292,125,30.061579,-90.649050,2.97,30.074069,-90.659860,30.049089,-90.638240
70079,5800943,108488,2.24,0.04,"3,067","1,270",30.003414,-90.410210,2.28,30.014360,-90.419689,29.992468,-90.400731
70080,27695902,619452,10.69,0.24,"1,556",618,29.883998,-90.433699,10.93,29.907958,-90.454473,29.860038,-90.412925
70082,35449577,335404,13.69,0.13,336,135,29.554250,-89.735531,13.82,29.581185,-89.758962,29.527315,-89.712100
70083,324684862,289212616,125.36,111.67,"2,353","1,219",29.463084,-89.894753,237.03,29.574647,-89.991888,29.351521,-89.797618
70084,39146227,436512,15.11,0.17,"7,552","3,007",30.075606,-90.566652,15.28,30.103935,-90.591167,30.047277,-90.542137
70085,99981176,20269340,38.60,7.83,"4,427","2,364",29.836707,-89.737441,46.43,29.886083,-89.780272,29.787331,-89.694610
70086,58601361,2645146,22.63,1.02,"1,969",724,30.036818,-90.866682,23.65,30.072056,-90.897188,30.001580,-90.836176
70087,32650225,211082,12.61,0.08,"8,122","3,058",29.976027,-90.315015,12.69,30.001839,-90.337374,29.950215,-90.292656
70090,128861704,1302402,49.75,0.50,"7,671","3,039",29.969253,-90.701136,50.26,30.020624,-90.745638,29.917882,-90.656634
70091,573889731,991975055,221.58,383.00,278,223,29.119054,-89.271121,604.58,29.297230,-89.426777,28.940878,-89.115465
70092,12560381,231164,4.85,0.09,"6,651","2,724",29.898940,-89.895262,4.94,29.915044,-89.909223,29.882836,-89.881301
70094,91843778,13769110,35.46,5.32,"31,669","12,879",29.915778,-90.207605,40.78,29.962051,-90.247713,29.869505,-90.167497
70112,2258740,0,0.87,0.00,"3,655","2,563",29.957007,-90.076936,0.87,29.963774,-90.082799,29.950240,-90.071073
70113,2634502,0,1.02,0.00,"7,025","4,793",29.943022,-90.083074,1.02,29.950330,-90.089407,29.935714,-90.076741
70114,12612223,1888702,4.87,0.73,"22,870","11,714",29.937445,-90.032322,5.60,29.954591,-90.047180,29.920299,-90.017464
70115,10042864,1329710,3.88,0.51,"31,695","19,083",29.923968,-90.101795,4.39,29.939153,-90.114955,29.908783,-90.088635
70116,3345483,292559,1.29,0.11,"11,507","9,825",29.967440,-90.064783,1.40,29.976028,-90.072223,29.958852,-90.057343
70117,14192015,2013652,5.48,0.78,"23,389","15,771",29.968157,-90.029961,6.26,29.986283,-90.045664,29.950031,-90.014258
70118,12131648,1764915,4.68,0.68,"33,008","16,410",29.944727,-90.125661,5.37,29.961512,-90.140205,29.927942,-90.111117
70119,11582141,89224,4.47,0.03,"36,228","20,543",29.975137,-90.086944,4.51,29.990520,-90.100269,29.959754,-90.073619
70121,9728625,1488438,3.76,0.57,"12,029","6,341",29.959763,-90.163314,4.33,29.974843,-90.176379,29.944683,-90.150249
70122,18268300,2562251,7.05,0.99,"28,564","15,539",30.013437,-90.062798,8.04,30.033988,-90.080593,29.992886,-90.045003
70123,19432218,3873193,7.50,1.50,"26,475","13,148",29.949674,-90.205801,9.00,29.971411,-90.224635,29.927937,-90.186967
70124,17245862,2731541,6.66,1.05,"16,824","9,325",30.007379,-90.103919,7.71,30.027504,-90.121347,29.987254,-90.086491
70125,6068459,0,2.34,0.00,"14,479","7,935",29.952072,-90.103313,2.34,29.963164,-90.112924,29.940980,-90.093702
70126,26167003,4700361,10.10,1.81,"23,958","11,341",30.018200,-90.020724,11.92,30.043216,-90.042385,29.993184,-89.999063
70127,18376415,1619183,7.10,0.63,"20,471","10,118",30.023738,-89.976804,7.72,30.043872,-89.994237,30.003604,-89.959371
70128,12623595,2990396,4.87,1.15,"17,113","7,524",30.050846,-89.956039,6.03,30.068638,-89.971440,30.033054,-89.940638
70129,234935032,112698283,90.71,43.51,"9,064","3,417",30.080851,-89.813366,134.22,30.164803,-89.886012,29.996899,-89.740720
70130,5454481,1248247,2.11,0.48,"14,064","10,680",29.937353,-90.069648,2.59,29.949010,-90.079750,29.925696,-90.059546
70131,30840332,7908526,11.91,3.05,"29,915","13,315",29.906312,-89.958343,14.96,29.934341,-89.982639,29.878283,-89.934047
70139,14214,0,0.01,0.00,0,0,29.950279,-90.071001,0.01,29.950816,-90.071466,29.949742,-90.070536
70163,10072,0,0.00,0.00,0,0,29.950058,-90.075441,0.00,29.950510,-90.075833,29.949606,-90.075049
70301,746045261,19286498,288.05,7.45,"43,037","17,516",29.808328,-90.750268,295.50,29.932893,-90.858352,29.683763,-90.642184
70339,145638447,67316469,56.23,25.99,"6,033","3,396",29.909500,-91.182867,82.22,29.975208,-91.239823,29.843792,-91.125911
70340,185882,0,0.07,0.00,109,32,29.669779,-91.105354,0.07,29.671720,-91.107041,29.667838,-91.103667
70341,150126337,363442,57.96,0.14,"4,449","1,841",30.032520,-91.067460,58.10,30.087756,-91.115280,29.977284,-91.019640
70342,19240667,2909549,7.43,1.12,"4,979","2,032",29.693147,-91.238340,8.55,29.714338,-91.256749,29.671956,-91.219931
70343,74929690,1276155,28.93,0.49,"5,504","1,964",29.548265,-90.557052,29.42,29.587572,-90.591246,29.508958,-90.522858
70344,266390147,661452027,102.85,255.39,"6,143","2,576",29.176879,-90.515055,358.24,29.314033,-90.634807,29.039725,-90.395303
70345,240707848,37990172,92.94,14.67,"9,754","3,787",29.548416,-90.259020,107.61,29.623585,-90.324412,29.473247,-90.193628
70346,133272951,12558321,51.46,4.85,"10,925","4,257",30.153716,-91.003200,56.31,30.208091,-91.050217,30.099341,-90.956183
70352,9575245,676565,3.70,0.26,205,92,29.684400,-90.940157,3.96,29.698817,-90.952682,29.669983,-90.927632
70353,55120021,12130696,21.28,4.68,"1,402",623,29.358143,-90.700118,25.97,29.395068,-90.732301,29.321218,-90.667935
70354,302734799,64263909,116.89,24.81,"4,931","2,050",29.436974,-90.281745,141.70,29.523233,-90.356868,29.350715,-90.206622
70355,268690977,10918033,103.74,4.22,"1,041",391,29.717200,-90.468950,107.96,29.792492,-90.534340,29.641908,-90.403560
70356,169831416,15908276,65.57,6.14,"2,484","1,047",29.631566,-90.970879,71.71,29.692932,-91.024219,29.570200,-90.917539
70357,547661857,644732095,211.45,248.93,"3,043","1,579",29.242273,-90.219498,460.39,29.397756,-90.355166,29.086790,-90.083830
70358,16598908,13680215,6.41,5.28,"1,296","1,945",29.216515,-90.025543,11.69,29.241292,-90.047168,29.191738,-90.003918
70359,24673866,0,9.53,0.00,"8,408","3,133",29.694018,-90.776515,9.53,29.716384,-90.795944,29.671652,-90.757086
70360,166601143,3543073,64.33,1.37,"26,429","10,706",29.578671,-90.805402,65.69,29.637404,-90.856481,29.519938,-90.754323
70363,194124487,12642586,74.95,4.88,"26,513","9,602",29.538288,-90.704647,79.83,29.603034,-90.760978,29.473542,-90.648316
70364,109759884,1058444,42.38,0.41,"30,503","12,157",29.627650,-90.681803,42.79,29.675050,-90.723006,29.580250,-90.640600
70372,75943752,0,29.32,0.00,"2,518","1,072",29.782968,-90.988969,29.32,29.822207,-91.023025,29.743729,-90.954913
70373,186183258,64262591,71.89,24.81,"7,141","2,788",29.597954,-90.318653,96.70,29.669211,-90.380612,29.526697,-90.256694
70374,127925505,6496164,49.39,2.51,"7,125","2,856",29.602497,-90.501695,51.90,29.654701,-90.547085,29.550293,-90.456305
70375,5668030,30723,2.19,0.01,125,44,29.691512,-90.533421,2.20,29.702261,-90.542759,29.680763,-90.524083
70377,342474364,247862713,132.23,95.70,"4,403","1,676",29.347284,-90.502648,227.93,29.456685,-90.598009,29.237883,-90.407287
70380,167893242,34740054,64.82,13.41,"22,928","10,107",29.731623,-91.134095,78.24,29.795718,-91.189753,29.667528,-91.078437
70390,417478513,1015788,161.19,0.39,"6,969","2,923",29.897281,-91.031060,161.58,29.989393,-91.110914,29.805169,-90.951206
70391,2004168,0,0.77,0.00,202,92,29.990822,-91.060800,0.77,29.997196,-91.066321,29.984448,-91.055279
70392,79614951,3238722,30.74,1.25,"8,456","3,446",29.731242,-91.318321,31.99,29.772227,-91.353911,29.690257,-91.282731
70393,18739534,0,7.24,0.00,774,295,29.991358,-91.007272,7.24,30.010850,-91.024154,29.971866,-90.990390
70394,222813301,7923991,86.03,3.06,"14,328","5,571",29.692722,-90.616014,89.09,29.761118,-90.675429,29.624326,-90.556599
70395,126837788,212604,48.97,0.08,"4,658","1,736",29.697436,-90.861730,49.05,29.748189,-90.905817,29.646683,-90.817643
70397,114784014,5127835,44.32,1.98,"1,365",663,29.393850,-90.792692,46.30,29.443156,-90.835651,29.344544,-90.749733
70401,90633544,480058,34.99,0.19,"20,415","9,092",30.533587,-90.455381,35.18,30.576567,-90.492401,30.490607,-90.418361
70402,222799,0,0.09,0.00,"1,514",0,30.516161,-90.470129,0.09,30.518286,-90.471960,30.514036,-90.468298
70403,111266119,560434,42.96,0.22,"26,011","10,909",30.485236,-90.487941,43.18,30.532851,-90.528974,30.437621,-90.446908
70420,132147489,1457498,51.02,0.56,"7,345","3,036",30.484687,-89.953028,51.59,30.536733,-89.997879,30.432641,-89.908177
70422,438515684,2993592,169.31,1.16,"13,797","5,662",30.734462,-90.479388,170.47,30.829073,-90.560710,30.639851,-90.398066
70426,314113225,3838041,121.28,1.48,"6,342","2,415",30.932581,-89.860415,122.76,31.012869,-89.929284,30.852293,-89.791546
70427,381385194,7780976,147.25,3.00,"20,033","9,398",30.744198,-89.912079,150.26,30.833024,-89.988421,30.655372,-89.835737
70431,186367454,3047310,71.96,1.18,"5,366","2,311",30.616728,-89.967389,73.13,30.678698,-90.020720,30.554758,-89.914058
70433,125877565,2998722,48.60,1.16,"31,133","13,172",30.458860,-90.156595,49.76,30.509976,-90.200657,30.407744,-90.112533
70435,270814805,4792569,104.56,1.85,"16,603","6,637",30.565961,-90.103423,106.41,30.640712,-90.167787,30.491210,-90.039059
70436,10197713,18949,3.94,0.01,629,253,30.793499,-90.521701,3.94,30.807891,-90.534064,30.779107,-90.509338
70437,237833087,1623270,91.83,0.63,"7,918","3,364",30.619596,-90.209238,92.45,30.689272,-90.269199,30.549920,-90.149277
70438,870401360,5843225,336.06,2.26,"18,540","8,149",30.846225,-90.111321,338.32,30.979511,-90.225753,30.712939,-89.996889
70441,539139550,797466,208.16,0.31,"5,112","2,439",30.859967,-90.749066,208.47,30.964594,-90.838880,30.755340,-90.659252
70442,17606761,27031,6.80,0.01,277,111,30.693140,-90.334028,6.81,30.712048,-90.350287,30.674232,-90.317769
70443,199741440,1549230,77.12,0.60,"10,232","4,113",30.632673,-90.534579,77.72,30.696556,-90.589547,30.568790,-90.479611
70444,651250736,2450177,251.45,0.95,"10,160","4,518",30.897040,-90.489367,252.40,31.012163,-90.588153,30.781917,-90.390581
70445,299551705,9633497,115.66,3.72,"10,840","4,623",30.374640,-89.910840,119.38,30.453814,-89.979146,30.295466,-89.842534
70446,220163770,1127364,85.01,0.44,"5,877","2,293",30.630171,-90.349707,85.44,30.697152,-90.407343,30.563190,-90.292071
70447,81061723,6963880,31.30,2.69,"10,150","3,828",30.421875,-90.198684,33.99,30.464120,-90.235113,30.379630,-90.162255
70448,56848595,7119584,21.95,2.75,"24,851","9,629",30.362180,-90.039451,24.70,30.398193,-90.070524,30.326167,-90.008378
70449,176847085,4388546,68.28,1.69,"3,611","2,105",30.273971,-90.670157,69.98,30.334588,-90.722507,30.213354,-90.617807
70450,192642784,655964,74.38,0.25,"2,884","1,377",30.929199,-90.266152,74.63,30.991801,-90.319852,30.866597,-90.212452
70451,465787,0,0.18,0.00,182,75,30.548420,-90.480881,0.18,30.551493,-90.483527,30.545347,-90.478235
70452,192792072,3563324,74.44,1.38,"13,163","5,345",30.420852,-89.799212,75.81,30.483947,-89.853620,30.357757,-89.744804
70453,90503254,17329,34.94,0.01,"1,045",397,30.700689,-90.764888,34.95,30.743529,-90.801723,30.657849,-90.728053
70454,419177482,3856667,161.85,1.49,"24,954","10,299",30.362846,-90.358594,163.33,30.455456,-90.438502,30.270236,-90.278686
70455,42848670,141882,16.54,0.05,"1,474",596,30.524975,-90.323623,16.60,30.554498,-90.349054,30.495452,-90.298192
70456,82879049,1669416,32.00,0.64,"2,850","1,193",30.791766,-90.505923,32.64,30.833168,-90.541489,30.750364,-90.470357
70458,54683650,9215248,21.11,3.56,"35,077","15,130",30.262109,-89.792557,24.67,30.298102,-89.823645,30.226116,-89.761469
70460,94915111,7935996,36.65,3.06,"22,096","8,741",30.297957,-89.840688,39.71,30.343621,-89.880115,30.252293,-89.801261
70461,126032111,11968575,48.66,4.62,"27,818","10,926",30.231078,-89.716933,53.28,30.283973,-89.762634,30.178183,-89.671232
70462,207579810,4443834,80.15,1.72,"5,699","2,839",30.376282,-90.580764,81.86,30.441846,-90.637327,30.310718,-90.524201
70463,1830807,32801,0.71,0.01,126,63,30.658238,-89.903867,0.72,30.664385,-89.909155,30.652091,-89.898579
70464,25698442,94821,9.92,0.04,312,145,30.551195,-89.919008,9.96,30.574063,-89.938701,30.528327,-89.899315
70465,12713449,80198,4.91,0.03,776,313,30.856259,-90.523930,4.94,30.872364,-90.537756,30.840154,-90.510104
70466,81718682,602058,31.55,0.23,"8,512","3,466",30.568714,-90.500761,31.78,30.609567,-90.535936,30.527861,-90.465586
70471,76096337,4419578,29.38,1.71,"21,383","8,583",30.408722,-90.061652,31.09,30.449125,-90.096497,30.368319,-90.026807
70501,40457576,107795,15.62,0.04,"31,358","12,884",30.241709,-91.991044,15.66,30.270387,-92.015819,30.213031,-91.966269
70503,30707298,286661,11.86,0.11,"27,816","11,406",30.163949,-92.055824,11.97,30.189016,-92.077497,30.138882,-92.034151
70506,53647064,0,20.71,0.00,"41,163","19,011",30.195474,-92.081292,20.71,30.228454,-92.109797,30.162494,-92.052787
70507,54896983,34663,21.20,0.01,"16,558","6,799",30.278260,-92.027952,21.21,30.311632,-92.056772,30.244888,-91.999132
70508,64643959,286460,24.96,0.11,"34,810","15,831",30.155238,-92.028225,25.07,30.191520,-92.059597,30.118956,-91.996853
70510,596312401,8380041,230.24,3.24,"25,313","10,694",29.894612,-92.193173,233.47,30.005335,-92.289164,29.783889,-92.097182
70512,245726188,2068767,94.88,0.80,"9,780","4,102",30.416317,-91.918607,95.67,30.487196,-91.979731,30.345438,-91.857483
